 	X	Y
873	58.90357	1573.0627
874	59.314613	1568.0089
875	59.93115	1560.5167
876	60.342155	1555.58
877	60.75315	1550.689
878	61.369633	1543.4373
879	61.78061	1538.6583
880	62.191586	1533.9233
881	62.808044	1526.9019
882	63.21901	1522.2749
883	63.629967	1517.6895
884	64.246376	1510.8893
885	64.65728	1506.4073
886	65.06815	1501.9663
887	65.684395	1495.3801
888	66.09517	1490.9518
889	66.5059	1486.5408
890	67.12192	1479.9995
891	67.53255	1475.688
892	67.943146	1471.4154
893	68.559006	1465.0784
894	68.96955	1460.9008
895	69.38009	1456.7605
896	69.995865	1450.6189
897	70.406364	1446.5698
898	70.81685	1442.5566
899	71.43255	1436.603
900	71.842995	1432.6776
901	72.25342	1428.7867
902	72.868996	1423.0146
903	73.27933	1419.2087
904	73.68962	1415.4364
905	74.30494	1409.8401
906	74.7117	1406.1804
907	75.11816	1402.5547
908	75.72743	1397.1777
909	76.13343	1393.6327
910	76.74213	1388.374
911	77.147705	1384.9071
912	77.553055	1381.4714
913	78.159966	1376.3813
914	78.56442	1373.0247
915	78.96861	1369.6982
916	79.574295	1364.7655
917	79.97774	1361.5139
918	80.58252	1356.6901
919	80.985565	1353.5085
920	81.38852	1350.3539
921	81.99283	1345.6716
922	82.39558	1342.5831
923	82.79827	1339.5204
924	83.40228	1334.9735
925	83.80499	1331.9729
926	84.4093	1327.5161
927	84.8124	1324.5735
928	85.215775	1321.6528
929	85.82148	1317.3118
930	86.22576	1314.4437
931	86.83288	1310.1805
932	87.24066	1307.3462
933	87.64841	1304.5353
934	88.25995	1300.3623
935	88.66761	1297.6089
936	89.075226	1294.8782
937	89.68659	1290.824
938	90.094124	1288.1489
939	90.50162	1285.4957
940	91.11281	1281.5564
941	91.52024	1278.9569
942	91.92766	1276.3784
943	92.53877	1272.5497
944	92.94618	1270.023
945	93.55732	1266.2705
946	93.964775	1263.7938
947	94.37225	1261.3369
948	94.983536	1257.6879
949	95.3911	1255.2793
950	95.798706	1252.8896
951	96.4102	1249.3405
952	96.81792	1246.9976
953	97.22566	1244.6732
954	97.837326	1241.2211
955	98.245125	1238.9424
956	98.65294	1236.6818
957	99.26466	1233.3243
958	99.672485	1231.1083
959	100.28422	1227.8169
960	100.692055	1225.6443
961	101.09991	1223.4889
962	101.711716	1220.2874
963	102.11962	1218.174
964	102.52755	1216.0771
965	103.139496	1212.9625
966	103.54749	1210.9064
967	103.95552	1208.8663
968	104.567604	1205.836
969	104.97568	1203.8357
970	105.38377	1201.8508
971	105.99594	1198.9028
972	106.40406	1196.9567
973	106.812195	1195.0258
974	107.42439	1192.1577
975	107.83252	1190.2644
976	108.444725	1187.4523
977	108.852875	1185.5957
978	109.26104	1183.7537
979	109.87335	1181.0173
980	110.28162	1179.2106
981	110.68838	1177.4247
982	111.295555	1174.7847
983	111.70011	1173.0426
984	112.10455	1171.3146
985	112.71104	1168.7483
986	113.11525	1167.0544
987	113.721344	1164.5391
988	114.12523	1162.8792
989	114.528946	1161.2327
990	115.13428	1158.7876
991	115.537735	1157.1737
992	115.941185	1155.5723
993	116.546486	1153.1929
994	116.95015	1151.6213
995	117.5559	1149.2856
996	117.95989	1147.743
997	118.364006	1146.2118
998	118.97041	1143.9362
999	119.37488	1142.4331
1000	119.77957	1140.9408
1001	120.38724	1138.7216
1002	120.79295	1137.2543
1003	121.40266	1135.0706
1004	121.81301	1133.6152
1005	122.22342	1132.1711
1006	122.83909	1130.0259
1007	123.24956	1128.6097
1008	123.66004	1127.2047
1009	124.275764	1125.1179
1010	124.68624	1123.7404
1011	125.09672	1122.3737
1012	125.71241	1120.3439
1013	126.12286	1119.004
1014	126.53331	1117.6747
1015	127.14896	1115.7006
1016	127.55937	1114.3975
1017	127.96978	1113.1047
1018	128.58536	1111.1849
1019	128.99571	1109.9177
1020	129.40605	1108.6608
1021	130.0215	1106.794
1022	130.43176	1105.562
1023	130.84196	1104.3398
1024	131.4572	1102.5251
1025	131.8673	1101.3276
1026	132.27731	1100.1398
1027	132.89224	1098.3761
1028	133.30212	1097.2123
1029	133.71196	1096.0579
1030	134.32663	1094.3438
1031	134.73637	1093.2125
1032	135.1461	1092.0906
1033	135.76065	1090.4244
1034	136.17033	1089.325
1035	136.78485	1087.6924
1036	137.1945	1086.615
1037	137.60416	1085.5464
1038	138.21861	1083.9597
1039	138.62822	1082.9128
1040	139.03781	1081.8744
1041	139.65216	1080.3329
1042	140.06169	1079.3157
1043	140.47119	1078.3069
1044	141.08537	1076.8094
1045	141.49477	1075.8215
1046	141.90414	1074.8419
1047	142.51813	1073.3877
1048	142.9274	1072.4283
1049	143.33665	1071.477
1050	143.95049	1070.0651
1051	144.35966	1069.1337
1052	144.76881	1068.2101
1053	145.38248	1066.8394
1054	145.78807	1065.943
1055	146.19319	1065.2596
1056	146.80002	1063.8922
1057	147.20413	1062.9589
1058	147.80981	1061.5272
1059	148.21333	1060.559
1060	148.61656	1059.599
1061	149.22101	1058.1597
1062	149.62381	1057.1569
1063	150.22797	1055.5845
1064	150.63078	1054.5123
1065	151.03363	1053.4241
1066	151.63791	1051.7617
1067	152.04076	1050.6337
1068	152.44362	1049.4897
1069	153.04802	1047.7444
1070	153.45177	1046.5591
1071	154.05853	1044.7485
1072	154.46352	1043.5208
1073	154.87102	1042.2699
